domain,page,website,IXOprice,currentPrice,ROI,discord_urls,twitter_urls,telegram_urls,ticktok_urls,instagram_urls,facebook_urls,youtube_urls,github_urls,linkedin_urls
gamezone.io,https://cryptorank.io/ico/gamezone,https://gamezone.io/?utm_source=cryptorank,0.005,0.411,82.21,,https://twitter.com/gamezone_app,https://t.me/gamezoneapp,,,,,,
orion.money,https://cryptorank.io/ico/orion-money,https://orion.money/?utm_source=cryptorank,0.05,0.555,11.11,,https://twitter.com/orion_money,https://t.me/Orion_Money,,,,,,
brokoli.network,https://cryptorank.io/ico/brokoli,https://brokoli.network?utm_source=cryptorank,0.064,0.903,14.1,,https://twitter.com/BrokoliNetwork,https://t.me/brokolinetwork,,,,,,
greenbeli.io,https://cryptorank.io/ico/green-beli,https://greenbeli.io/?utm_source=cryptorank,0.008,0.0373,4.66,,https://twitter.com/Green_Beli,https://t.me/GreenBeliChat,,,,,,
soccerhub.io,https://cryptorank.io/ico/soccer-hub,https://soccerhub.io?utm_source=cryptorank,0.015,0.00531,0.35,,https://twitter.com/SoccerHub_io,https://t.me/soccerhub_officialchannel,,,,,,
blocto.portto.io,https://cryptorank.io/ico/blocto,https://blocto.portto.io/en/?utm_source=cryptorank,0.400,2.23,5.58,,https://twitter.com/BloctoApp,https://t.me/blocto,,,,,https://github.com/portto,
taxa.network,https://cryptorank.io/ico/taxa-network,https://taxa.network/?utm_source=cryptorank,0.015,0.00342,0.23,,https://twitter.com/taxanetwork,https://t.me/taxanetworkann,,,,,,
cryptoblades.io,https://cryptorank.io/ico/cryptoblades-kingdoms,https://www.cryptoblades.io?utm_source=cryptorank,0.04,0.0442,1.1,https://discord.gg/cryptoblades,https://twitter.com/bladescrypto,https://t.me/cryptoblades_general,,,https://www.facebook.com/cryptoblades.io/,,,
depo.io,https://cryptorank.io/ico/depo,https://www.depo.io/?utm_source=cryptorank,0.004,0.191,47.72,,https://twitter.com/DePo_io,https://t.me/JoinDePo,,,,,,
divergence-protocol.com,https://cryptorank.io/ico/divergence,https://www.divergence-protocol.com?utm_source=cryptorank,0.320,0.131,0.41,,https://twitter.com/divergencedefi,https://t.me/divergenceprotocol,,,,https://www.youtube.com/channel/UC1P8arVH_nvOFudbtXs5i8A,https://github.com/DivergenceProtocol,
evanesco.org,https://cryptorank.io/ico/evanesco,https://www.evanesco.org/?utm_source=cryptorank,0.150,0.0122,0.08,,https://twitter.com/evanescoio,https://t.me/EvanescoIO,,,,https://www.youtube.com/channel/UCTZ9BDP7fXEPnkVsG8Pbp5Q,https://github.com/Evanesco-Labs,
nasdex.xyz,https://cryptorank.io/ico/nasdex,https://www.nasdex.xyz?utm_source=cryptorank,0.250,0.245,0.98,,https://twitter.com/nasdex_xyz,https://t.me/nasdex_xyz,,,,,,https://www.linkedin.com/company/nasdextech
triall.io,https://cryptorank.io/ico/triall,https://www.triall.io/?utm_source=cryptorank,0.200,0.183,0.92,,https://twitter.com/triallofficial,https://t.me/CryptoRankNews,,,https://www.facebook.com/triallofficial/,https://www.youtube.com/channel/UCIP96iUV5Eu9bEP_FWjthhQ,,https://www.linkedin.com/company/triallofficial/
kalao.io,https://cryptorank.io/ico/kalao,https://kalao.io/?utm_source=cryptorank,0.04,0.490,12.24,,https://twitter.com/getkalao,https://t.me/kalaoklo,,,,,,
gemguardian.io,https://cryptorank.io/ico/gemguardian,https://gemguardian.io/?utm_source=cryptorank,0.100,0.279,2.79,,https://twitter.com/GemGuardianNFT,https://t.me/GemGuardianOfficialChat,,,,,,
arata.io,https://cryptorank.io/ico/arata,https://arata.io/#more?utm_source=cryptorank,1.2,0.746,0.62,,https://twitter.com/project_arata,https://t.me/arata_project,,,,,,
knightwar.io,https://cryptorank.io/ico/knight-war-spirits,https://knightwar.io/?utm_source=cryptorank,0.035,0.0345,0.99,,https://twitter.com/knightwarp2e,https://t.me/knightwarplaytowinann,,,,https://www.youtube.com/channel/UClvlyB9pjQjU3idu09FZnBQ,,
nftrade.com,https://cryptorank.io/ico/nftrade,https://nftrade.com/?utm_source=cryptorank,0.103,0.789,: ,,https://twitter.com/NFTradeOfficial,https://t.me/NFTrade,,,,,https://github.com/NFTrade,https://www.linkedin.com/company/nftrade/
revolvegames.io,https://cryptorank.io/ico/revolve-games,https://revolvegames.io?utm_source=cryptorank,0.100,0.389,3.89,,https://twitter.com/RevolveGamesio,https://t.me/revolvegames_official,,,,,,
handle.fi,https://cryptorank.io/ico/handle-fi,https://handle.fi/?utm_source=cryptorank,0.210,0.0912,0.43,,https://twitter.com/handle_fi,https://t.me/handle_fi,,,,,,
mobius.finance,https://cryptorank.io/ico/mobius-finance,https://mobius.finance/?utm_source=cryptorank,0.250,0.0662,0.26,,https://twitter.com/mobius_finance,https://t.me/mobius_finance,,,,,https://github.com/mobiusfinance,
starpunk.io,https://cryptorank.io/ico/starpunk,https://starpunk.io?utm_source=cryptorank,0.023,0.350,15.23,,https://twitter.com/starpunk_io,https://t.me/starpunkANN,,,,,,
matrixetf.finance,https://cryptorank.io/ico/matrixetf,https://www.matrixetf.finance/?utm_source=cryptorank,0.02,0.0205,1.02,,https://twitter.com/MatrixETF,https://t.me/MatrixETF,,,,,https://github.com/MatrixETF,
opulous.org,https://cryptorank.io/ico/opulous,https://opulous.org/?utm_source=cryptorank,0.05,2.45,49,,https://twitter.com/opulousapp,https://t.me/opulousapp,,,,,,
thehusl.io,https://cryptorank.io/ico/the-husl,https://thehusl.io/?utm_source=cryptorank,0.250,0.987,3.95,,https://twitter.com/The_HUSL,https://t.me/TheHUSL,,,,,,
port.finance,https://cryptorank.io/ico/port-finance,https://port.finance/?utm_source=cryptorank,8.7,1.98,0.23,,https://twitter.com/port_finance,https://t.me/port_finance,,,,,,
heroverse.io,https://cryptorank.io/ico/heroverse,https://heroverse.io/?utm_source=cryptorank,0.015,0.0236,1.57,,https://twitter.com/heroverse_game,https://t.me/heroverse_game,,,,,,
vera.financial,https://cryptorank.io/ico/vera-defi,https://vera.financial?utm_source=cryptorank,0.05,0.276,: ,,https://twitter.com/veradefi,https://t.me/veranetwork,,,,,https://github.com/veradefi,https://www.linkedin.com/company/vera-labs/
velaspad.io,https://cryptorank.io/ico/velaspad,https://velaspad.io/?utm_source=cryptorank,0.005,0.444,88.77,,https://twitter.com/VelasPad,https://t.me/VelasPad,,,,,,
mars4.me,https://cryptorank.io/ico/mars4,https://www.mars4.me/?utm_source=cryptorank,0.01,0.0228,2.28,,https://twitter.com/mars4_me,https://t.me/mars4me_official,,,https://www.facebook.com/mars4.me,https://www.youtube.com/channel/UCdzyC4xEyG5T4o0q4Ubh6VQ,,
xwg.games,https://cryptorank.io/ico/x-world-games,https://xwg.games/?utm_source=cryptorank,0.0911,0.0965,1.06,,https://twitter.com/xwg_games,https://t.me/xworldgames,,,,,https://github.com/XWorldGames,
forestknight.io,https://cryptorank.io/ico/forest-knight,https://www.forestknight.io?utm_source=cryptorank,0.150,0.345,2.3,,https://twitter.com/ForestKnight_io,https://t.me/Forestknight,,,,,,
flourishingcapital.io,https://cryptorank.io/ico/flourishing-ai,https://flourishingcapital.io/?utm_source=cryptorank,0.120,0.153,1.28,,https://twitter.com/flourishingai,https://t.me/flourishingcapital,,,https://www.facebook.com/flourishingcapital/,https://www.youtube.com/channel/UCEyIkvDITLHl8XQjmuJSubg,,https://www.linkedin.com/company/flourishingcapital/
despace.io,https://cryptorank.io/ico/despace-protocol,https://despace.io/?utm_source=cryptorank,0.320,0.134,0.42,,https://twitter.com/DeSpaceDefi,https://t.me/despaceofficial,,,,,https://github.com/DeSpaceDeFi,https://www.linkedin.com/company/despace-protocol/
thetanarena.com,https://cryptorank.io/ico/thetan-gem,https://thetanarena.com/?utm_source=cryptorank,0.08,5.96,74.5,,https://twitter.com/ThetanArena,https://t.me/thetanarena,,,,,,
monstainfinite.com,https://cryptorank.io/ico/monsta-infinite,https://monstainfinite.com/?utm_source=cryptorank,0.200,0.941,4.7,,https://twitter.com/Monsta_Infinite,https://t.me/monstainfinite,,,https://www.facebook.com/monstainfinite,https://www.youtube.com/channel/UCvmW6NmtIm9Ohq7CwKbqucQ,,
projectlarix.com,https://cryptorank.io/ico/larix,https://projectlarix.com/?utm_source=cryptorank,0.0075,0.0111,1.48,,https://twitter.com/ProjectLarix,https://t.me/projectlarix,,,,,https://github.com/ProjectLarix,
representdao.com,https://cryptorank.io/ico/represent,https://www.representdao.com?utm_source=cryptorank,0.035,0.00628,0.18,,https://twitter.com/representdao,https://t.me/EMPOWERING_YOU,,,,,,
vikingschain.com,https://cryptorank.io/ico/vikings-chain,https://vikingschain.com?utm_source=cryptorank,0.03,0.00687,0.23,,https://twitter.com/VikingsChain,https://t.me/VikingsChain,,,,,,
theflokiinu.com,https://cryptorank.io/ico/floki-inu-new,https://theflokiinu.com/?utm_source=cryptorank,0.0000458,0.0000994,2.17,,https://twitter.com/realflokiinu,https://t.me/FlokiInuToken,,,,,,
anypad.io,https://cryptorank.io/ico/anypad,https://www.anypad.io/?utm_source=cryptorank,0.005,0.0462,9.24,,https://twitter.com/AnyPadio?s=20,https://t.me/anypad_chat,,,,,,
monstersclan.com,https://cryptorank.io/ico/monsters-clan,https://www.monstersclan.com?utm_source=cryptorank,0.150,0.354,2.36,,https://twitter.com/_Monstersclan,https://t.me/MONSofficial,,,,,,
tracer.finance,https://cryptorank.io/ico/tracer-dao,https://tracer.finance/?utm_source=cryptorank,0.075,0.129,1.71,,https://twitter.com/TracerDAO,https://t.me/CryptoRankNews,,,,,https://github.com/tracer-protocol,
blizzard.network,https://cryptorank.io/ico/blizzard-network,https://blizzard.network/?utm_source=cryptorank,0.750,0.00797,0.01,,https://twitter.com/BlizzardAVAX,https://t.me/BlizzardYield,,,,,,
idtt.io,https://cryptorank.io/ico/identity,https://idtt.io/?utm_source=cryptorank,0.002,0.0113,5.66,,https://twitter.com/idtt_token,https://t.me/idttio,,,,,,
intro.torum.com,https://cryptorank.io/ico/torum,https://intro.torum.com/?next=/u/torum.official&utm_source=cryptorank,0.06,0.755,12.58,,https://twitter.com/torum_official,https://t.me/torum_official_group_en,,,,,,https://www.linkedin.com/authwall?trk=bf&trkInfo=AQGPwfSq-jVTtQAAAXvePJsY2IXs3DxUaKCMTFirqlA6lWsxONdKHZP15kFyR3sTh-SCb8e0eZ3Hv8C3ZbUTugO28UaImZaSPcEmC8G6dhjczriW43D6iJgSlnPYggIOIRCFvt8=&originalReferer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Ftorum%2F
realm.art,https://cryptorank.io/ico/realm,https://www.realm.art?utm_source=cryptorank,0.03,0.486,16.21,,https://twitter.com/enter_realm,https://t.me/Enter_Realm,,,,,,
fndz.io,https://cryptorank.io/ico/fndz,https://fndz.io/?utm_source=cryptorank,0.240,0.564,2.35,,https://twitter.com/FNDZtoken,https://t.me/fndztoken,,,,,,
xp.network,https://cryptorank.io/ico/xp-network,https://xp.network/?utm_source=cryptorank,0.0202,0.0222,: ,,https://twitter.com/xpnetwork_,https://t.me/xp_network,,,,,,
roguewest.io,https://cryptorank.io/ico/rogue-west,https://roguewest.io/?utm_source=cryptorank,0.085,0.265,3.12,,https://twitter.com/RogueWestNFT,https://t.me/RogueWest,,,,,,
buffer.finance,https://cryptorank.io/ico/ibuffer-token,https://www.buffer.finance/?utm_source=cryptorank,0.05,0.238,4.76,,https://twitter.com/Buffer_Finance,https://t.me/bufferfinance,,,,,https://github.com/Buffer-Finance,
vegaswap.io,https://cryptorank.io/ico/vegaswap,https://vegaswap.io?utm_source=cryptorank,0.012,0.00979,0.82,,https://twitter.com/VegaswapAMM,https://t.me/vegaswap,,,,,https://github.com/vegaswap/,
netvrk.co,https://cryptorank.io/ico/netvrk,https://netvrk.co/?utm_source=cryptorank,0.150,2.98,19.89,,https://twitter.com/NetVRk1,https://t.me/NetVRk_Official,,,https://www.facebook.com/NetvrkVR,https://www.youtube.com/channel/UChovKHjL8cBBCE4Vga0rD-g,,
medabots.io,https://cryptorank.io/ico/medacoin,https://www.medabots.io/?utm_source=cryptorank,0.00002,0.000307,15.37,,https://twitter.com/MedabotsWorld,https://t.me/MedabotsOfficialChannel,,,,https://www.youtube.com/channel/UCdBGrEialQZF1G_-g9YclOA,,
matrixswap.io,https://cryptorank.io/ico/matrixswap,https://www.matrixswap.io/?utm_source=cryptorank,0.100,0.169,1.69,,https://twitter.com/matrixswap,https://t.me/matrixswapofficial,,,,,https://github.com/Matrixswap,
gamefi.org,https://cryptorank.io/ico/gamefi,https://gamefi.org?utm_source=cryptorank,1,114,114.4,,https://twitter.com/GameFi_Official,https://t.me/GameFi_Official,,,,,,
talken.io,https://cryptorank.io/ico/talken,https://talken.io/?utm_source=cryptorank,1.25,0.409,0.33,,https://twitter.com/Talken_,https://t.me/talken_global,,,https://www.facebook.com/talken.io,,,
vent.finance,https://cryptorank.io/ico/vent-finance,https://www.vent.finance/?utm_source=cryptorank,0.028,0.298,10.66,,https://twitter.com/ventfinance,https://t.me/ventcommunity,,,,,,
adapad.io,https://cryptorank.io/ico/adapad,https://adapad.io/?utm_source=cryptorank,0.004,0.230,57.51,,https://twitter.com/ADAPadofficial,https://t.me/Adapadofficial,,,,,,
usebraintrust.com,https://cryptorank.io/ico/braintrust,https://www.usebraintrust.com/?utm_source=cryptorank,0.996,3.37,3.38,,https://twitter.com/usebraintrust,https://t.me/braintrustofficial,,,,,,https://www.linkedin.com/company/18842066/admin/
cyclos.io,https://cryptorank.io/ico/cyclos,https://cyclos.io?utm_source=cryptorank,0.350,0.996,2.85,,https://twitter.com/cyclosfi,https://t.me/cyclosofficialchat,,,,,,
marnotaur.com,https://cryptorank.io/ico/marnotaur,https://marnotaur.com/en?utm_source=cryptorank,0.047,0.126,2.67,,https://twitter.com/marnotaur,https://t.me/marnotaur,,,,,,
pocoland.com,https://cryptorank.io/ico/pocoland,https://pocoland.com?utm_source=cryptorank,0.100,0.107,1.07,,https://twitter.com/PocoNFTsGame,https://t.me/PocoGroupChat,,,,,https://github.com/pocolab,
ixswap.io,https://cryptorank.io/ico/ix-swap,https://ixswap.io?utm_source=cryptorank,0.140,0.183,1.3,,https://twitter.com/IxSwap,https://t.me/ixswapofficial,,,,,https://github.com/IX-Swap,
avaxlauncher.com,https://cryptorank.io/ico/avaxlauncher,https://avaxlauncher.com/?utm_source=cryptorank,0.0022,0.00852,3.87,,https://twitter.com/AvaXlauncher,https://t.me/Avaxlauncher,,,,,,
creatorchain.network,https://cryptorank.io/ico/creator-platform,https://www.creatorchain.network/?utm_source=cryptorank,0.100,0.147,1.47,,https://twitter.com/CreatorCTR,https://t.me/creatorplatform,,,https://www.facebook.com/Creatorchain,,https://github.com/creator-blockchains,https://www.linkedin.com/company/creator-chain/
phm.finance,https://cryptorank.io/ico/phantom,https://phm.finance/?utm_source=cryptorank,0.005,0.00124,0.25,,https://twitter.com/PhantomDefi,https://t.me/PhantomProtocol,,,,,,
grapes.network,https://cryptorank.io/ico/grape-protocol,https://grapes.network/?utm_source=cryptorank,0.02,0.0664,3.32,,https://twitter.com/grapeprotocol,https://t.me/CryptoRankNews,,,,,,
only1.io,https://cryptorank.io/ico/only1,https://only1.io/?utm_source=cryptorank,0.200,0.280,1.4,,https://twitter.com/only1nft,https://t.me/only1nft,,,,,,
wagyuswap.app,https://cryptorank.io/ico/wagyuswap,https://www.wagyuswap.app/?utm_source=cryptorank,0.01,0.484,48.35,,https://twitter.com/WagyuSwap_app,https://t.me/WagyuAnn,,,,,,
defiwarrior.io,https://cryptorank.io/ico/defi-warrior,https://defiwarrior.io/news/?utm_source=cryptorank,0.0025,0.00582,2.33,,https://twitter.com/DeFiWarriorGame,https://t.me/defiwarriorofficial,,,,,,
moonie.io,https://cryptorank.io/ico/moonienft,https://moonie.io/?utm_source=cryptorank,0.0025,0.00583,: ,,https://twitter.com/MoonieNFT,https://t.me/MoonieNFT,,,,,,
chronicle.io,https://cryptorank.io/ico/chronicle,https://www.chronicle.io?utm_source=cryptorank,0.100,0.382,3.82,,https://twitter.com/ChronicleXNL,https://t.me/chroniclecommunity,,,,,,
herofi.io,https://cryptorank.io/ico/herofi,https://herofi.io/?utm_source=cryptorank,0.004,0.00903,: ,,https://twitter.com/HeroFiio,https://t.me/herofiofficial,,,https://www.facebook.com/herofiio,,,
playsnook.com,https://cryptorank.io/ico/snook,https://playsnook.com?utm_source=cryptorank,0.320,0.517,1.61,,https://twitter.com/Playsnook_com,https://t.me/playsnook,,,,,,
tahu.digital,https://cryptorank.io/ico/tahu,https://tahu.digital/?utm_source=cryptorank,0.250,0.0918,0.37,,https://twitter.com/tahu3dnft,https://t.me/TAHU3DNFT,,,,,,
yay.games,https://cryptorank.io/ico/yay-games,https://www.yay.games?utm_source=cryptorank,0.011,0.0187,1.7,,https://twitter.com/yayprotocol,https://t.me/yay_games,,,,,,
deathroad.io,https://cryptorank.io/ico/deathroad,https://deathroad.io/?utm_source=cryptorank,0.006,0.0284,4.74,,https://twitter.com/DeathRoad_io,https://t.me/deathroadrace,,,,,https://github.com/deathroad-io,
nftlaunch.network,https://cryptorank.io/ico/nftlaunch,https://www.nftlaunch.network/?utm_source=cryptorank,0.0015,0.133,88.95,,https://twitter.com/NFT_LAUNCH,https://t.me/NFTLaunchofficial,,,,,,
wemixnetwork.com,https://cryptorank.io/ico/wemix,https://wemixnetwork.com/?utm_source=cryptorank,0.570,9.44,16.57,,https://twitter.com/WemixNetwork,https://t.me/WemixNetworkENG,,,,,,
vega.xyz,https://cryptorank.io/ico/vega,https://vega.xyz/?utm_source=cryptorank,15,10.67,0.71,,https://twitter.com/vegaprotocol,https://t.me/vegacommunity,,,,,https://github.com/vegaprotocol,
staratlas.com,https://cryptorank.io/ico/star-atlas,https://staratlas.com?utm_source=cryptorank,0.00138,0.108,78.54,,https://twitter.com/staratlas,https://t.me/staratlasgame,,,,,,
staratlas.com,https://cryptorank.io/ico/star-atlas-polis,https://staratlas.com/?utm_source=cryptorank,0.138,4.96,35.93,,https://twitter.com/staratlas,https://t.me/staratlasgame,,,,,,
theos.fi,https://cryptorank.io/ico/theos,https://theos.fi/?utm_source=cryptorank,0.00996,0.00722,: ,,https://twitter.com/theos_fi,https://t.me/theos_fi,,,,,,https://www.linkedin.com/company/theosfi/
wiva.xyz,https://cryptorank.io/ico/wiva,https://wiva.xyz/?utm_source=cryptorank,0.042,0.0549,1.31,,https://twitter.com/wivteam,https://t.me/WIVADigital,,,https://www.facebook.com/wivteam/,,,https://www.linkedin.com/company/wiv/
skyrim.finance,https://cryptorank.io/ico/skyrim-finance,https://skyrim.finance?utm_source=cryptorank,0.09,0.0357,0.4,,https://twitter.com/SkyrimFinance,https://t.me/skyrimfinance,,,,,,
knit.finance,https://cryptorank.io/ico/knit-finance,https://knit.finance/?utm_source=cryptorank,0.190,0.107,0.56,,https://twitter.com/KnitFinance,https://t.me/knitfinanceann,,,,,,https://www.linkedin.com/company/knitfinance/
multipad.co,https://cryptorank.io/ico/multipad,https://multipad.co/?utm_source=cryptorank,0.05,0.0261,0.52,,https://twitter.com/multi_pad,https://t.me/multipad_official,,,,,,
nearpad.io,https://cryptorank.io/ico/nearpad,https://nearpad.io/?utm_source=cryptorank,0.250,2.08,8.31,,https://twitter.com/NearPAD,https://t.me/nearpad,,,,,,
unvest.io,https://cryptorank.io/ico/unvest,https://www.unvest.io/?utm_source=cryptorank,0.0306,0.00961,: ,,https://twitter.com/unvest_io,https://t.me/unvest_io,,,,,,
kabyarena.com,https://cryptorank.io/ico/kaby-arena,https://kabyarena.com?utm_source=cryptorank,0.007,0.0153,2.18,,https://twitter.com/KabyArena,https://t.me/KabyArena,,,,,,
polinate.io,https://cryptorank.io/ico/polinate,https://www.polinate.io/?utm_source=cryptorank,0.0208,0.0117,: ,,https://twitter.com/polinate_io,https://t.me/polinate,,,,,,
duel.network,https://cryptorank.io/ico/duel-network,https://duel.network/?utm_source=cryptorank,0.075,0.0894,1.19,,https://twitter.com/duel_network,https://t.me/duelnetwork_chat,,,,,,
bitdao.io,https://cryptorank.io/ico/bit-dao,https://www.bitdao.io?utm_source=cryptorank,1.416,2.12,USD,,https://twitter.com/BitDAO_Official,https://t.me/BitDAO_Official,,,,,,
polarsync.app,https://cryptorank.io/ico/polar-sync,https://www.polarsync.app/?utm_source=cryptorank,0.08,0.0272,0.34,,https://twitter.com/Polar_Sync,https://t.me/PolarSync,,,,,,
pandora.finance,https://cryptorank.io/ico/pandora-protocol,https://pandora.finance?utm_source=cryptorank,0.140,0.041,0.29,,https://twitter.com/PandoraProtocol,https://t.me/pandora_protocol,,,,,,https://www.linkedin.com/company/pandoraprotocol/
bunnypark.com,https://cryptorank.io/ico/bunnypark,https://www.bunnypark.com/?utm_source=cryptorank,1.55,0.246,0.16,,https://twitter.com/bunnypark_bsc,https://t.me/bunnyparkbsc01,,,,,,
shiden.astar.network,https://cryptorank.io/ico/shiden-network,https://shiden.astar.network/?utm_source=cryptorank,1.4,1.57,1.12,,https://twitter.com/ShidenNetwork,https://t.me/PlasmOfficial,,,,,https://github.com/PlasmNetwork,
wanakafarm.com,https://cryptorank.io/ico/wanaka-farm,https://wanakafarm.com/?utm_source=cryptorank,0.04,0.227,5.68,,https://twitter.com/Wanaka_Farm,https://t.me/WanakaOfficial,,,https://www.facebook.com/wanakafarmofficial,https://www.youtube.com/channel/UC5wkn4ZygtqOa7icfIoI00w,,
radiocaca.com,https://cryptorank.io/ico/radio-caca,https://www.radiocaca.com/home?utm_source=cryptorank,0.000724,0.00306,4.23,,https://twitter.com/RadioCacaNFT,https://t.me/RadioCaca,,,,,,
epik.gg,https://cryptorank.io/ico/epik-prime,https://epik.gg/?utm_source=cryptorank,0.005,0.212,42.33,,https://twitter.com/EpikPrime,https://t.me/epikprime,,,https://www.facebook.com/Epik.gg,,,
paribus.io,https://cryptorank.io/ico/paribus,https://paribus.io?utm_source=cryptorank,0.0003,0.0238,79.5,,https://twitter.com/paribus_io,https://t.me/paribus_io,,,,,,
crossswap.com,https://cryptorank.io/ico/crossswap,https://crossswap.com?utm_source=cryptorank,0.01,0.396,39.6,,https://twitter.com/CrossSwapDex,https://t.me/CrossSwapDex,,,,,,
swaperry.com,https://cryptorank.io/ico/swaperry,https://swaperry.com?utm_source=cryptorank,0.05,0.0234,0.47,,https://twitter.com/SwaperryDex,https://t.me/swaperry,,,,,,
bacondao.com,https://cryptorank.io/ico/bacondao,https://bacondao.com/?utm_source=cryptorank,0.04,0.0251,0.63,,https://twitter.com/BaconDAO_?s=09,https://t.me/BaconDAO,,,,https://www.youtube.com/channel/UCcrEA_xd9Ldf1C8DIJYdyyA,https://github.com/BaconDAO,
coinspaid.com,https://cryptorank.io/ico/coinspaid,https://coinspaid.com/?utm_source=cryptorank,0.02,0.0442,2.21,,https://twitter.com/coinspaid,https://t.me/CoinsPaid_Official,,,https://www.facebook.com/coinspaid/,,,https://www.linkedin.com/company/cryptoprocessing-com/
nftpad.fi,https://cryptorank.io/ico/nftpad,https://nftpad.fi/?utm_source=cryptorank,0.02,0.107,5.36,,https://twitter.com/nftpadofficial,https://t.me/NFTPad,,,,,,
cryptomeda.tech,https://cryptorank.io/ico/cryptomeda,https://cryptomeda.tech/?utm_source=cryptorank,0.014,0.0169,1.21,,https://twitter.com/cryptomedatech,https://t.me/Cryptomeda,,,,https://www.youtube.com/channel/UCAqsAV-8r0LACjLvQ5zdhnA,,
ledgity.com,https://cryptorank.io/ico/ledgity,https://ledgity.com/?utm_source=cryptorank,0.0043,0.00457,: ,,https://twitter.com/LedgityPlatform,,,,https://www.facebook.com/ledgity/,,https://github.com/pyditt,https://www.linkedin.com/company/ledgity/
kryptomon.co,https://cryptorank.io/ico/kryptomon,https://kryptomon.co/?utm_source=cryptorank,0.0066,0.0609,9.23,,https://twitter.com/KryptomonTeam,https://t.me/kryptomonofficial,,,https://www.facebook.com/KryptomonTeam,,,
cropper.finance,https://cryptorank.io/ico/cropperfinance,https://cropper.finance/?utm_source=cryptorank,0.05,0.133,2.66,,https://twitter.com/CropperFinance,https://t.me/CropperFinance,,,,,,
unreal.finance,https://cryptorank.io/ico/unreal-finance,https://unreal.finance/?utm_source=cryptorank,0.120,0.0454,: ,,https://twitter.com/UnrealFinance,https://t.me/unrealfinance,,,,,,
starltoken.com,https://cryptorank.io/ico/star-link,https://www.starltoken.com/?utm_source=cryptorank,0.000011,0.0000369,3.36,,https://twitter.com/starlinketh,https://t.me/starlinkofficial,,,,,https://github.com/StarlinkMeta,
citadel.one,https://cryptorank.io/ico/citadel-one,https://citadel.one/?utm_source=cryptorank,0.08,0.115,1.43,,https://twitter.com/CitadelDAO,https://t.me/citadelofficial,,,https://www.facebook.com/Citadel.One,,,https://www.linkedin.com/company/citadel-one/
babylons.io,https://cryptorank.io/ico/babylons,https://babylons.io/?utm_source=cryptorank,0.04,0.136,3.41,,https://twitter.com/BabylonsNFT,https://t.me/babylonsNFT,,,,,,
polytrade.finance,https://cryptorank.io/ico/polytrade,https://polytrade.finance/?utm_source=cryptorank,0.150,0.716,4.77,,https://twitter.com/Polytrade_fin,https://t.me/polytrade_finance,,,,,,https://linkedin.com/company/polytradefin/
cardwallet.fi,https://cryptorank.io/ico/cardwallet,https://cardwallet.fi/?utm_source=cryptorank,0.0909,0.0783,: ,,https://twitter.com/CardWallet_fi,https://t.me/cardwallet,,,,,,
impossible.finance,https://cryptorank.io/ico/impossible-decentralized-incubator-access-token,https://impossible.finance/?utm_source=cryptorank,0.075,1.74,23.16,,https://twitter.com/ImpossibleFi,https://t.me/ImpossibleFinance,,,,,https://github.com/ImpossibleFinance,
nine-chronicles.com,https://cryptorank.io/ico/wrapped-ncg,https://nine-chronicles.com/?utm_source=cryptorank,4.402,1.67,: ,,https://twitter.com/NineChronicles,https://t.me/CryptoRankNews,,,https://www.facebook.com/NineChronicles,,,
cirusfoundation.com,https://cryptorank.io/ico/cirus,https://cirusfoundation.com/?utm_source=cryptorank,0.130,0.367,2.83,,https://twitter.com/cirusfoundation,https://t.me/CirusAnnouncements,,,,,https://github.com/alwaysaugust/cirus-token,
daisylp.com,https://cryptorank.io/ico/daisy-protocol,https://daisylp.com/?utm_source=cryptorank,5,0.312,0.06,,https://twitter.com/DaisyProtocol,https://t.me/daisy_family,,,,,https://github.com/DaisyProtocol,
stephero.io,https://cryptorank.io/ico/step-hero,https://stephero.io/?utm_source=cryptorank,0.100,0.346,3.46,,https://twitter.com/StepHeroNFTs,https://t.me/stephero_ann,,,https://www.facebook.com/StepHeroNFTs,,,
ydragon.io,https://cryptorank.io/ico/ydragon,https://ydragon.io/?utm_source=cryptorank,0.04,0.0153,0.38,,https://twitter.com/ydragons_,https://t.me/ydragonchat,,,,,,
startfi.io,https://cryptorank.io/ico/startfi,https://startfi.io/?utm_source=cryptorank,0.200,0.0361,0.18,,https://twitter.com/StartFinance,https://t.me/StartFiChat,,,,,,
cdz.exchange,https://cryptorank.io/ico/cdzexchange,https://cdz.exchange/?utm_source=cryptorank,0.018,0.00444,0.25,,https://twitter.com/CDzExchange,https://t.me/cdzann,,,,,https://github.com/CDzExchange,
vaulty.fi,https://cryptorank.io/ico/vaulty-finance,https://vaulty.fi/?utm_source=cryptorank,0.700,0.06,0.09,,https://twitter.com/VaultyFi,https://t.me/vaultychat_new,,,,,https://github.com/vaulty-fi,https://www.linkedin.com/company/vaultyfi
privi.store,https://cryptorank.io/ico/privi-trax,https://www.privi.store/#/zoo?utm_source=cryptorank,0.035,0.0194,0.56,,https://twitter.com/priviprotocol,https://t.me/protocolprivi,,,,,,https://www.linkedin.com/company/privi-protocol/
